code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,total_clics,nota_media_evaluaciones
0,1,127582,1,1,2,4,0,0,180,0,1,1321.0,69.6
0,1,132976,1,0,1,8,1,0,120,0,1,520.0,67.4
0,1,134143,1,7,2,9,1,0,60,0,1,2732.0,84.4
0,1,137873,0,9,2,4,1,0,60,0,1,5528.0,80.2
0,1,141355,1,1,2,3,0,0,240,0,1,1823.0,72.6
0,1,142326,1,4,2,5,1,0,60,0,1,2121.0,73.6
0,1,144801,1,8,3,8,1,0,60,0,1,5645.0,68.8
0,1,145130,0,9,3,6,0,0,120,0,1,452.0,54.4
0,1,146188,1,11,2,2,0,0,60,1,0,597.0,50.0
0,1,147756,0,4,1,6,0,0,120,0,0,1718.0,68.66666666666667
0,1,151358,1,3,2,8,0,0,150,0,1,270.0,50.0
0,1,155550,0,3,2,0,1,0,420,0,1,1529.0,67.0
0,1,155854,1,1,2,2,1,0,60,0,1,4003.0,79.8
0,1,157568,1,9,2,9,0,0,60,0,1,1405.0,70.6
0,1,164259,0,6,2,7,0,0,60,0,1,466.0,71.8
0,1,167906,1,12,2,4,1,0,60,0,1,1510.0,69.4
0,1,168936,1,11,1,1,1,0,60,0,1,745.0,66.4
0,1,174782,0,0,3,9,2,0,60,0,1,6318.0,80.4
0,1,175932,0,5,3,7,1,0,60,0,1,2016.0,78.2
0,1,175991,1,5,2,8,0,0,180,0,0,138.0,37.6
0,1,180753,0,9,2,3,0,0,120,0,1,2012.0,53.4
0,1,183096,1,9,2,6,0,0,60,0,1,1975.0,54.0
0,1,183947,0,3,2,1,0,0,180,0,1,964.0,49.0
0,1,184271,0,9,3,8,1,0,170,0,1,1312.0,59.8
0,1,185439,0,3,3,1,0,0,120,0,0,427.0,74.0
0,1,186149,0,6,3,3,1,0,60,0,1,2136.0,76.0
0,1,187100,0,7,2,5,1,0,60,0,1,8562.0,89.2
0,1,189879,0,6,2,9,0,0,120,0,1,1541.0,79.4
0,1,192183,1,9,1,9,0,0,60,0,1,3219.0,68.4
0,1,200860,0,3,1,5,1,0,60,0,1,534.0,54.4
0,1,205350,0,9,3,8,1,0,60,0,1,1665.0,72.2
0,1,205719,0,0,2,4,0,0,90,1,0,333.0,56.66666666666666
0,1,227499,1,3,2,1,1,0,60,0,1,2953.0,83.6
0,1,228082,0,3,3,6,0,0,60,0,1,227.0,72.4
0,1,228222,0,1,1,5,0,0,60,0,1,445.0,61.8
0,1,229179,0,11,2,2,0,0,60,0,1,614.0,66.0
0,1,229361,0,1,2,5,0,0,60,0,1,1215.0,78.0
0,1,231554,0,3,2,4,0,0,240,0,1,1839.0,67.75
0,1,236284,0,6,4,9,0,0,60,0,1,732.0,78.0
0,1,238007,0,8,3,9,2,0,60,0,1,1935.0,79.2
0,1,240712,0,3,3,8,0,0,80,0,1,321.0,75.8
0,1,240884,0,8,2,9,0,0,120,0,1,427.0,58.4
0,1,241649,0,0,3,9,1,0,60,0,1,1892.0,78.8
0,1,241729,1,1,3,6,1,0,60,0,0,1829.0,58.6
0,1,242793,0,3,3,2,1,0,60,0,1,658.0,77.4
0,1,246834,0,9,2,9,1,0,60,0,1,1174.0,55.6
0,1,248270,0,5,1,2,0,0,90,0,1,1969.0,78.4
0,1,255548,0,10,1,2,1,0,60,0,1,2580.0,71.4
0,1,256815,0,5,3,1,0,0,120,0,1,1481.0,76.8
0,1,258392,1,11,1,3,0,0,60,0,1,844.0,58.8
0,1,258894,1,0,1,7,1,0,60,0,1,4963.0,64.8
0,1,262011,0,1,2,2,1,0,60,0,1,1066.0,71.0
0,1,262934,1,5,2,3,1,0,60,0,1,2407.0,76.6
0,1,268073,0,0,2,1,1,0,90,0,0,3210.0,74.6
0,1,271251,0,6,2,8,1,0,60,0,1,3348.0,76.4
0,1,279572,0,3,1,4,0,0,60,0,1,1183.0,79.2
0,1,281022,1,6,2,3,0,0,150,0,1,492.0,73.4
0,1,281250,0,10,1,7,1,0,60,0,0,130.0,55.4
0,1,281589,0,5,3,3,0,0,60,0,0,59.0,0.0
0,1,282821,0,9,2,3,1,0,60,0,1,1961.0,60.6
0,1,286488,0,7,2,9,1,0,60,0,1,1046.0,71.0
0,1,287548,0,0,2,9,0,0,120,0,1,483.0,67.8
0,1,290201,0,10,2,2,0,0,60,0,1,1740.0,70.4
0,1,290757,0,5,2,3,0,0,60,0,1,652.0,75.0
0,1,291334,0,7,2,9,1,0,60,0,1,5231.0,83.6
0,1,293699,0,1,2,7,0,0,120,0,1,187.0,46.75
0,1,294570,0,7,3,9,2,0,60,0,1,1775.0,78.2
0,1,294594,0,7,2,9,0,0,60,0,1,865.0,52.8
0,1,295741,0,7,2,4,1,0,240,0,0,3099.0,71.0
0,1,296332,0,8,4,9,2,0,60,0,1,2152.0,86.8
0,1,298696,1,7,3,8,0,0,60,0,1,514.0,80.8
0,1,300398,0,11,2,3,1,0,60,0,1,1997.0,78.8
0,1,302302,1,0,2,4,0,0,60,0,0,513.0,58.66666666666666
0,1,305152,0,5,2,7,0,0,60,0,0,146.0,64.0
0,1,305386,0,11,2,7,0,0,120,1,1,1277.0,78.0
0,1,306107,0,11,2,5,1,0,120,0,1,987.0,58.2
0,1,306466,0,0,2,9,1,0,60,0,1,1220.0,82.0
0,1,306897,1,3,2,1,0,0,60,0,1,2742.0,62.6
0,1,307061,1,1,3,1,0,0,60,0,1,1081.0,81.2
0,1,307866,0,11,2,7,0,0,60,0,1,1476.0,60.0
0,1,311917,0,9,2,6,2,0,120,0,1,2230.0,59.2
0,1,312537,0,8,4,9,2,0,60,0,1,12882.0,87.8
0,1,312782,0,8,2,9,0,0,60,0,1,281.0,61.8
0,1,318933,1,0,3,8,0,0,120,0,1,1281.0,66.6
0,1,319047,1,1,2,5,0,0,60,0,1,6589.0,78.4
0,1,321942,0,8,3,9,2,0,60,0,1,10083.0,80.4
0,1,324002,0,0,3,4,1,0,60,0,1,1901.0,80.4
0,1,324084,1,9,2,1,1,0,60,0,1,1961.0,57.6
0,1,324282,0,7,2,9,0,0,120,0,1,133.0,61.2
0,1,332789,1,0,2,6,1,0,60,0,1,1655.0,74.4
0,1,333059,0,6,2,2,0,0,120,0,1,301.0,65.8
0,1,333323,0,6,3,8,0,0,60,0,1,648.0,74.4
0,1,334259,1,3,2,5,0,0,150,0,0,332.0,53.0
0,1,336207,0,0,2,9,0,0,120,0,1,1316.0,68.2
0,1,339972,0,4,2,8,0,0,60,0,1,333.0,49.8
0,1,341872,0,0,1,4,0,0,180,0,0,201.0,64.2
0,1,342514,0,6,1,5,2,0,60,0,1,1950.0,77.2
0,1,342972,0,12,3,0,0,0,60,0,1,838.0,60.4
0,1,343446,0,2,3,7,1,0,120,0,1,3644.0,78.4
0,1,344282,0,12,2,1,0,0,60,0,0,65.0,49.2
0,1,345068,0,0,2,6,0,0,180,1,1,547.0,78.0
0,1,345357,0,12,2,3,0,0,60,0,1,2219.0,80.4
0,1,346025,0,0,2,5,0,0,120,0,1,569.0,82.4
0,1,346843,1,6,3,5,1,0,120,0,0,164.0,0.0
0,1,350188,0,5,3,8,1,0,60,0,1,761.0,73.8
0,1,357668,0,12,2,1,0,0,60,0,0,166.0,57.0
0,1,364177,0,0,1,7,1,0,60,0,0,821.0,69.0
0,1,365244,1,3,2,0,0,0,120,0,1,891.0,56.4
0,1,365642,0,0,1,1,1,0,60,0,1,2129.0,70.0
0,1,366483,0,9,3,4,0,0,60,0,1,1465.0,76.8
0,1,368194,1,9,2,5,0,0,120,1,1,437.0,50.4
0,1,368824,0,10,3,5,1,0,120,0,0,292.0,55.6
0,1,368963,0,12,1,0,0,0,180,0,1,677.0,66.4
0,1,376581,1,8,2,8,1,0,60,0,1,2333.0,72.8
0,1,380953,0,1,2,8,0,0,60,0,1,1062.0,67.8
0,1,383254,0,12,2,9,0,0,120,0,1,543.0,75.6
0,1,386952,0,12,2,7,0,0,120,0,1,910.0,68.0
0,1,388722,1,3,1,8,1,0,60,0,1,671.0,63.8
0,1,388885,0,9,2,9,1,0,60,0,1,875.0,60.6
0,1,392756,0,11,2,7,0,0,120,0,0,363.0,45.0
0,1,392931,1,5,2,5,1,0,120,0,1,3003.0,68.4
0,1,393207,0,5,2,6,0,0,60,0,1,876.0,74.2
0,1,396872,0,12,3,5,0,0,180,0,1,996.0,61.4
0,1,398552,0,12,1,9,0,0,240,0,0,1183.0,46.4
0,1,401869,1,7,1,8,0,0,60,0,1,955.0,65.0
0,1,402470,0,9,1,5,1,0,60,0,1,1445.0,72.6
0,1,404804,0,10,1,2,1,0,120,0,1,509.0,43.8
0,1,405088,0,4,2,2,0,0,120,0,1,1388.0,77.2
0,1,414117,0,12,2,5,0,0,120,0,1,807.0,76.4
0,1,420087,0,6,2,4,0,0,60,1,0,342.0,76.0
0,1,429958,1,5,2,7,0,0,60,0,1,411.0,58.4
0,1,441018,1,7,2,7,0,0,150,0,1,646.0,59.8
0,1,441888,0,3,2,2,0,0,120,0,1,739.0,70.6
0,1,444677,0,3,3,3,0,0,60,0,1,1241.0,87.6
0,1,489455,1,9,2,2,0,0,60,0,1,2832.0,70.6
0,1,494424,1,4,2,8,0,0,60,0,0,58.0,0.0
0,1,495284,0,7,3,8,0,0,120,0,1,901.0,66.6
0,1,498857,0,5,3,8,1,0,60,0,1,998.0,73.0
0,1,508818,0,3,2,4,0,0,120,0,1,1129.0,71.8
0,1,512460,0,7,3,9,0,0,120,0,1,521.0,72.4
0,1,544103,0,5,3,4,0,0,120,0,1,2328.0,81.0
0,1,550383,0,7,3,6,0,0,60,0,1,910.0,72.0
0,1,564450,0,11,3,8,0,0,120,0,0,224.0,59.2
0,1,572652,0,11,3,7,0,0,120,0,1,780.0,73.2
0,1,580389,0,2,3,9,0,0,120,0,1,1271.0,71.4
0,1,581129,0,0,2,3,0,0,120,0,0,194.0,40.0
0,1,588775,0,9,2,9,0,0,120,0,1,7067.0,82.8
0,1,591774,0,8,4,9,1,0,60,0,1,605.0,76.2
0,1,606143,0,6,4,9,1,0,60,0,0,406.0,66.0
0,1,704156,0,8,3,9,2,0,120,0,1,3064.0,66.0
0,1,705379,0,11,2,6,2,0,120,0,1,5680.0,80.8
0,1,749412,0,8,1,7,2,0,60,0,1,4007.0,72.0
0,1,760729,0,11,2,6,2,0,60,0,1,7288.0,81.2
0,1,905042,1,0,2,9,1,0,60,0,1,3004.0,76.4
0,1,949618,1,9,2,5,1,0,60,0,1,1357.0,61.8
0,1,958987,0,5,3,4,1,0,60,0,1,1216.0,77.2
0,1,968578,1,0,2,4,1,0,60,0,1,870.0,72.0
0,1,971027,1,11,3,9,1,0,60,0,1,3098.0,68.0
0,1,978739,0,8,3,9,1,0,60,0,1,5988.0,56.6
0,1,1035023,1,3,1,3,1,0,60,0,1,1896.0,70.0
0,1,1105478,0,6,3,8,2,0,60,0,1,1695.0,82.6
0,1,1401935,0,11,2,7,1,0,60,0,0,240.0,35.0
0,1,1402638,1,1,3,3,1,0,60,0,1,910.0,75.2
0,1,1414443,1,12,2,1,1,0,120,0,0,1907.0,59.0
0,1,1465690,0,11,3,4,1,0,120,0,1,3460.0,81.8
0,1,1472925,1,0,1,4,1,0,60,1,0,1462.0,61.9
0,1,1488959,0,3,2,7,1,0,60,0,1,3493.0,61.8
0,1,1518989,1,7,1,8,1,0,60,0,1,4202.0,73.0
0,1,1618738,0,3,1,9,1,0,60,0,1,723.0,79.6
0,1,1620151,0,8,3,9,1,0,60,0,0,998.0,77.5
0,1,1626710,0,5,2,6,1,0,60,0,1,6025.0,84.6
0,1,1640609,0,11,2,3,1,0,60,0,1,5061.0,85.0
0,1,1729319,1,6,3,4,1,0,60,0,1,2756.0,78.2
0,1,1746134,0,0,2,6,1,0,60,0,1,1759.0,83.8
0,1,1765788,0,7,3,7,2,0,60,0,1,7057.0,66.2
0,1,1801641,0,6,2,3,1,0,60,0,1,459.0,77.4
0,1,1847830,0,9,1,4,1,0,60,0,1,6518.0,71.0
0,1,1860318,0,9,1,4,1,0,300,1,1,5975.0,62.6
0,1,1889511,0,12,2,5,1,0,60,0,1,1754.0,72.0
0,1,1889577,1,8,2,7,1,0,60,1,1,931.0,73.6
0,1,1894188,1,1,2,8,0,0,60,0,1,4294.0,70.4
0,1,1938355,0,8,2,9,1,0,60,0,1,1992.0,73.0
0,1,1942396,1,0,1,4,1,0,120,1,1,470.0,53.6
0,1,1976139,0,2,1,5,1,0,120,0,1,1216.0,67.25
0,1,2011876,1,0,2,9,0,0,60,1,1,1401.0,76.0
0,1,2012966,0,5,1,3,1,0,60,0,1,519.0,78.4
0,1,2051699,1,9,1,7,1,0,60,0,1,1734.0,66.6
0,1,2062879,1,0,2,6,0,0,60,0,0,2386.0,61.2
0,1,2080474,1,8,2,9,1,0,60,0,1,1146.0,69.6
0,1,2083877,1,11,2,0,0,0,120,0,1,685.0,67.8
0,1,2084066,1,9,1,5,1,0,60,0,0,1967.0,59.75
0,1,2104505,0,11,1,0,1,0,60,0,1,701.0,65.6
0,1,2122180,1,5,1,8,1,0,60,0,1,4712.0,82.4
0,1,2143752,1,8,1,7,1,0,60,0,1,1888.0,52.6
0,1,2146792,0,5,3,2,2,0,60,0,1,2385.0,70.0
0,1,2153153,1,12,2,4,0,0,60,0,1,3385.0,62.2
0,1,2155014,1,11,1,8,0,0,60,1,1,1454.0,73.8
0,1,2164705,1,5,2,4,0,0,120,0,0,231.0,70.0
0,1,2171627,1,12,2,3,1,0,60,0,1,1346.0,69.0
0,1,2182846,1,3,2,7,1,0,60,0,1,4214.0,66.0
0,1,2194100,1,0,2,5,1,0,60,0,1,1401.0,67.2
0,1,2197016,1,5,3,3,1,0,60,0,1,1455.0,75.6
0,1,2208424,0,6,2,2,0,0,60,0,1,1080.0,71.2
0,1,2229865,1,11,2,1,1,0,60,0,1,3236.0,76.4
0,1,2268379,1,1,2,2,0,0,60,0,1,1685.0,83.0
0,1,2278464,0,8,1,3,1,0,60,0,1,307.0,51.4
0,1,2293923,0,8,2,9,0,0,150,0,1,303.0,61.2
0,1,2329342,1,0,1,4,1,0,120,0,1,565.0,57.2
0,1,2339528,1,3,1,4,0,0,60,0,1,593.0,80.0
0,1,2342426,0,12,1,2,1,0,60,0,0,1814.0,73.2
0,1,2344901,1,12,2,6,0,0,60,0,0,445.0,51.5
0,1,2364471,1,6,3,9,0,0,60,1,1,7182.0,83.4
0,1,2367155,1,0,2,8,0,0,120,0,1,2148.0,75.6
0,1,2369266,1,3,1,7,1,0,60,0,1,2146.0,50.6
0,1,2376496,1,1,2,2,0,0,120,0,1,749.0,73.4
0,1,2411661,1,8,2,8,0,0,120,0,0,574.0,46.8
0,1,2412002,0,9,1,5,1,0,90,0,1,3344.0,82.8
0,1,2412967,1,8,2,8,1,0,60,0,1,2458.0,77.6
0,1,2437837,1,4,2,3,0,0,60,0,1,2684.0,74.4
0,1,2449878,1,1,2,3,0,0,60,0,1,622.0,60.6
0,1,2456480,0,6,1,8,1,0,120,0,0,183.0,24.666666666666668
0,1,2457256,0,8,1,8,1,0,180,0,1,1611.0,70.0
0,1,2458355,0,3,1,8,1,0,60,0,1,4187.0,90.6
0,1,2460080,0,6,3,9,2,0,60,0,1,3424.0,78.8
0,1,2461190,0,8,3,7,2,0,60,0,0,967.0,56.0
0,1,2469673,1,12,1,2,1,0,60,0,0,523.0,44.5
0,1,2479954,0,5,2,4,0,0,60,0,1,323.0,79.6
0,1,2481901,0,10,1,8,1,0,60,0,1,1949.0,75.8
0,1,2482700,0,8,1,9,0,0,120,0,1,1616.0,55.6
0,1,2486127,1,0,3,9,0,0,120,0,1,1690.0,73.6
0,1,2498700,1,5,1,4,0,0,240,0,1,2864.0,77.2
0,1,2516503,0,7,3,4,1,0,60,0,1,3070.0,79.4
0,1,2518069,0,1,2,9,0,0,60,0,1,1617.0,76.6
0,1,2521459,1,3,1,1,0,0,60,0,1,1078.0,60.8
0,1,2523736,0,5,2,2,2,0,120,0,1,470.0,61.75
0,1,2529279,1,5,3,6,1,0,60,0,1,1189.0,78.0
0,1,2532302,1,0,2,8,0,0,60,0,1,1216.0,63.2
0,1,2536991,0,8,3,9,2,0,60,0,1,1080.0,80.8
0,1,2551220,1,8,1,9,0,0,60,0,1,1327.0,64.8
0,1,2555340,1,8,3,9,1,0,60,0,1,4441.0,80.6
0,1,2557283,0,12,3,8,2,0,60,0,1,7262.0,81.2
0,1,2559575,0,9,1,3,0,0,60,0,1,650.0,71.2
0,1,2562034,0,0,2,7,0,0,60,0,1,248.0,65.4
0,1,2566163,1,8,2,8,0,0,60,0,1,1591.0,71.8
0,1,2566592,1,8,2,9,1,0,60,0,1,1359.0,71.8
0,1,2574583,0,12,1,7,1,0,60,0,1,1890.0,70.8
0,1,2578995,1,11,2,1,0,0,60,1,1,1326.0,79.6
0,1,2586560,1,0,1,8,1,0,60,0,1,2905.0,73.6
0,1,2594139,1,9,2,5,0,0,60,0,1,1868.0,76.0
0,1,2598871,1,0,2,8,1,0,60,0,1,2049.0,72.6
0,1,2599352,1,6,2,3,0,0,120,0,1,1160.0,76.4
0,1,2600688,0,11,2,2,0,0,60,0,1,582.0,70.0
0,1,2606098,1,1,2,9,0,0,60,0,1,491.0,71.4
0,1,2613116,1,3,1,1,1,0,60,0,1,1181.0,78.2
0,1,2617002,1,12,2,8,0,0,60,0,1,1473.0,64.8
0,1,2620584,0,11,2,4,0,0,60,1,0,92.0,0.0
0,1,2639449,0,1,2,1,0,0,120,0,1,797.0,56.0
0,1,2639540,1,5,2,9,1,0,60,0,1,1964.0,79.4
0,1,2639641,0,7,1,3,1,0,120,0,1,2042.0,65.6
0,1,2641155,0,1,1,5,1,0,60,0,1,4109.0,79.2
0,1,2643002,1,9,2,8,1,0,60,0,1,2434.0,51.2
0,1,2645733,1,9,2,4,0,0,180,0,1,1596.0,82.6
0,1,2649826,0,0,1,6,1,0,60,0,1,5974.0,83.4
0,1,2650282,0,3,2,0,1,0,60,0,1,641.0,84.2
0,1,2664024,0,7,3,9,1,0,60,0,1,808.0,63.2
0,1,2666246,0,5,2,9,0,0,60,0,1,612.0,76.0
0,1,2669816,0,12,2,9,0,0,60,0,0,280.0,57.2
0,1,2671132,0,3,3,2,2,0,60,0,1,3720.0,68.8
0,1,2676809,1,4,3,1,0,0,150,0,0,309.0,43.333333333333336
0,1,2678643,1,8,2,8,0,0,60,0,1,2287.0,71.4
0,1,2685865,1,1,1,3,0,0,60,0,1,2815.0,78.6
0,1,2688067,0,0,2,1,0,0,60,0,1,289.0,67.8
0,1,2689958,0,0,2,4,1,0,60,0,1,3929.0,81.6
0,1,2691206,1,11,2,5,0,0,60,0,1,2297.0,84.8
0,1,2691244,0,8,2,4,1,0,180,0,1,472.0,58.25
0,1,2694424,0,0,2,7,1,0,120,0,1,4218.0,79.4
0,1,2698257,0,1,1,6,0,0,120,0,1,758.0,67.8
0,3,6516,0,6,3,8,2,0,60,0,1,2791.0,61.8
0,3,24734,1,8,1,6,0,0,60,0,1,499.0,46.8
0,3,26192,1,0,2,6,1,0,60,0,1,2223.0,86.2
0,3,28061,0,12,1,4,1,0,60,0,1,1590.0,77.6
0,3,31600,1,9,2,4,0,0,60,0,1,429.0,54.8
0,3,46844,0,4,3,3,1,0,60,0,1,340.0,64.8
0,3,52765,1,12,1,0,1,0,120,0,1,4938.0,63.0
0,3,55104,1,11,2,6,0,0,60,0,1,1480.0,71.0
0,3,58071,0,0,3,9,2,0,60,0,1,3648.0,76.0
0,3,58316,1,10,2,7,0,0,120,0,1,1295.0,73.4
0,3,62487,1,1,2,1,0,0,60,0,1,683.0,71.6
0,3,63165,0,7,2,8,1,0,60,0,1,912.0,51.4
0,3,65002,1,0,2,7,0,1,60,0,0,176.0,67.0
0,3,70011,1,6,3,4,0,0,60,0,1,6396.0,80.2
0,3,75255,0,5,2,4,0,0,120,0,1,950.0,81.8
0,3,85092,1,9,1,3,0,0,60,0,1,665.0,58.0
0,3,85144,0,6,2,5,1,0,60,0,1,656.0,77.6
0,3,85302,0,3,1,8,1,0,60,0,1,2280.0,71.2
0,3,94961,0,8,1,7,1,1,60,0,1,1240.0,65.33333333333333
0,3,101116,1,0,1,6,1,0,60,0,1,1769.0,82.6
0,3,107489,1,3,3,2,0,0,60,0,1,3722.0,82.0
0,3,108872,0,3,3,8,2,0,60,0,1,1377.0,61.8
0,3,109155,1,8,3,9,0,0,60,0,1,3019.0,67.8
0,3,111512,0,10,2,4,0,0,60,0,0,439.0,0.0
0,3,117818,1,3,2,4,1,0,60,0,1,1695.0,57.6
0,3,121349,1,9,2,4,1,1,60,0,1,2259.0,76.0
0,3,124064,1,7,2,6,0,0,120,0,1,2042.0,87.2
0,3,125018,0,8,3,7,1,0,60,0,1,2195.0,64.8
0,3,130034,1,0,2,6,1,0,60,0,1,1831.0,78.4
0,3,130547,1,8,2,7,1,0,60,0,1,1252.0,58.4
0,3,130636,0,7,2,1,0,0,60,0,1,332.0,60.0
0,3,131390,0,0,2,9,1,0,60,0,1,157.0,78.6
0,3,133816,1,8,2,7,1,0,60,0,1,4000.0,65.4
0,3,133922,0,4,1,0,0,0,60,0,1,574.0,78.2
0,3,135400,1,7,1,9,1,1,60,1,1,610.0,53.142857142857146
0,3,135471,0,0,1,9,1,0,60,0,1,2291.0,84.0
0,3,139033,0,7,2,9,1,0,60,0,0,790.0,61.0
0,3,141377,0,9,2,9,0,1,210,0,1,756.0,48.833333333333336
0,3,141506,0,6,2,2,1,0,60,0,0,415.0,75.0
0,3,146503,0,0,1,3,1,0,120,1,1,368.0,63.4
0,3,147756,0,4,1,6,0,1,120,0,1,1718.0,68.66666666666667
0,3,148993,1,5,2,3,1,1,60,1,1,3812.0,79.5
0,3,149741,1,6,2,2,1,0,60,0,1,2342.0,66.4
0,3,149962,0,11,2,6,0,0,60,0,1,141.0,68.4
0,3,155984,1,0,1,7,0,1,120,0,1,2645.0,78.14285714285714
0,3,164944,1,0,2,4,0,0,60,1,1,1300.0,62.4
0,3,165226,1,10,2,3,0,0,60,0,0,1062.0,77.0
0,3,167961,0,9,3,7,2,0,60,0,1,2129.0,76.0
0,3,174024,0,4,2,1,1,0,60,0,1,812.0,60.4
0,3,174094,1,7,1,3,1,0,60,1,1,4841.0,75.4
0,3,174745,1,1,2,7,1,0,60,0,1,1610.0,65.0
0,3,175447,0,3,2,5,1,0,60,0,1,3779.0,69.6
0,3,183057,0,10,1,9,0,0,60,0,1,833.0,65.6
0,3,185350,0,12,1,1,1,0,60,0,0,236.0,59.6
0,3,188278,0,12,2,7,1,1,60,0,1,4497.0,71.66666666666667
0,3,199636,0,0,2,3,1,0,60,0,1,1836.0,75.8
0,3,199897,0,1,3,1,1,0,60,0,1,2135.0,69.4
0,3,200804,0,8,2,9,0,0,60,0,1,930.0,66.0
0,3,205494,0,9,3,3,1,0,60,0,1,1114.0,66.4
0,3,228021,0,6,2,4,1,0,60,0,1,4028.0,83.0
0,3,228383,0,12,3,5,0,0,60,0,1,2386.0,70.6
0,3,232307,0,8,1,5,1,0,60,0,1,702.0,66.2
0,3,235068,1,1,1,3,1,0,60,0,1,2811.0,59.6
0,3,235507,0,12,2,9,0,1,180,0,1,1257.0,57.833333333333336
0,3,236875,0,11,2,4,0,0,60,0,1,201.0,46.4
0,3,237274,0,12,2,1,0,0,60,0,1,2025.0,72.4
0,3,243510,1,9,1,6,0,0,60,0,0,549.0,43.6
0,3,244246,1,7,2,6,0,0,60,0,1,1365.0,67.2
0,3,248581,1,11,2,4,0,0,60,0,1,2883.0,85.0
0,3,252073,1,12,2,3,1,0,120,0,1,865.0,49.0
0,3,254625,0,10,2,2,1,0,60,0,1,1987.0,82.8
0,3,258587,0,9,2,1,1,0,60,0,1,6609.0,80.6
0,3,260623,0,7,1,4,0,0,60,0,1,1178.0,70.2
0,3,263251,0,0,2,4,1,0,60,0,1,2485.0,74.0
0,3,263543,0,0,1,9,1,0,60,0,1,1594.0,79.6
0,3,266524,1,8,2,3,0,0,240,0,1,359.0,53.8
0,3,268733,0,0,2,3,0,1,120,0,0,191.0,43.0
0,3,273346,0,1,1,7,1,0,60,0,1,2080.0,81.8
0,3,275792,1,0,3,5,0,0,60,0,1,605.0,73.0
0,3,277123,1,1,2,7,1,0,60,0,0,537.0,46.0
0,3,281077,1,0,3,5,0,0,60,0,1,895.0,72.4
0,3,281636,1,11,2,2,0,0,60,0,1,2682.0,83.0
0,3,285315,0,0,3,7,0,0,60,0,1,1157.0,86.2
0,3,287040,1,0,2,4,1,0,90,0,1,2267.0,72.8
0,3,287204,0,6,2,0,0,0,60,0,1,1845.0,73.6
0,3,287210,0,6,2,7,1,0,60,0,1,3275.0,73.4
0,3,288994,0,6,2,3,0,0,120,0,0,134.0,0.0
0,3,289449,0,1,3,9,1,0,60,0,1,1336.0,75.2
0,3,290164,1,6,3,3,1,0,60,0,1,5805.0,66.0
0,3,292525,0,8,2,7,0,0,60,0,1,311.0,84.6
0,3,292775,0,7,2,4,0,0,60,0,1,1859.0,81.6
0,3,293824,1,9,2,5,1,0,60,0,1,7901.0,60.0
0,3,294496,0,5,2,1,1,0,60,1,1,1422.0,80.6
0,3,294655,0,10,2,7,1,0,60,0,0,2219.0,77.6
0,3,295060,0,0,2,7,0,0,60,0,0,1097.0,67.0
0,3,295075,0,8,3,7,2,0,60,0,1,1642.0,64.0
0,3,296424,0,6,2,3,1,0,60,0,1,1695.0,77.2
0,3,298034,0,6,2,7,1,0,120,0,0,1681.0,72.8
